Sentence_no,Token,Token_ID,Token_TYPE,Token_no,Partition
175,is,P,NONE,21,3
175,set,T327,Func_Name,22,3
175,to,P,NONE,23,3
175,csa_sequenceid,T328,Variable,24,3
175,",",P,NONE,25,3
175,and,P,NONE,26,3
175,the,P,NONE,27,3
175,CREATE_SESSION,P,NONE,28,3
175,processing,P,NONE,29,3
175,goes,P,NONE,30,3
175,to,P,NONE,31,3
175,the,P,NONE,32,3
175,next,P,NONE,33,3
175,phase,P,NONE,34,3
175,.,P,NONE,35,3
176,A,P,NONE,0,3
176,subsequent,P,NONE,1,3
176,new,P,NONE,2,3
176,CREATE_SESSION,P,NONE,3,3
176,call,P,NONE,4,3
176,over,P,NONE,5,3
176,the,P,NONE,6,3
176,same,P,NONE,7,3
176,client,P,NONE,8,3
176,ID,P,NONE,9,3
176,MUST,P,NONE,10,3
176,use,P,NONE,11,3
176,a,P,NONE,12,3
176,csa_sequenceid,T329,Variable,13,3
176,that,P,NONE,14,3
176,is,T334,Pred_Name,15,3
176,one,T333,Pred_Name,16,3
176,greater,T333,Pred_Name,17,3
176,than,P,NONE,18,3
176,the,P,NONE,19,3
176,sequence,T332,Variable,20,3
176,ID,T332,Variable,21,3
176,in,T330,Func_Name,22,3
176,the,P,NONE,23,3
176,slot,T331,Variable,24,3
176,.,P,NONE,25,3
177,If,T281,if_else,0,3
177,this,P,NONE,1,3
177,would,P,NONE,2,3
177,be,P,NONE,3,3
177,the,P,NONE,4,3
177,first,T282,Pred_Name,5,3
177,session,T283,Variable,6,3
177,for,T284,Func_Name,7,3
177,the,P,NONE,8,3
177,client,T285,Variable,9,3
177,ID,T285,Variable,10,3
177,",",P,NONE,11,3
177,the,P,NONE,12,3
177,CREATE_SESSION,T286,Op_return,13,3
177,operation,P,NONE,14,3
177,serves,P,NONE,15,3
177,to,P,NONE,16,3
177,confirm,T287,Func_Name,17,3
177,the,P,NONE,18,3
177,client,T288,Variable,19,3
177,ID,T288,Variable,20,3
177,.,P,NONE,21,3
178,*,P,NONE,0,3
178,Successful,P,NONE,1,3
178,Confirmation,P,NONE,2,3
178,If,T254,if_else,3,3
178,the,P,NONE,4,3
178,server,P,NONE,5,3
178,has,T275,Pred_Name,6,3
178,the,P,NONE,7,3
178,following,T276,Variable,8,3
178,unconfirmed,T276,Variable,9,3
178,record,T276,Variable,10,3
178,",",P,NONE,11,3
178,then,P,NONE,12,3
178,this,T278,Pred_Name,13,3
178,is,T278,Pred_Name,14,3
178,the,P,NONE,15,3
178,expected,T280,Pred_Name,16,3
178,confirmation,T277,Func_Name,17,3
178,of,P,NONE,18,3
178,an,P,NONE,19,3
178,unconfirmed,T279,Variable,20,3
178,record,T279,Variable,21,3
178,.,P,NONE,22,3
179,Once,T269,if_else,0,3
179,the,P,NONE,1,3
179,session,T270,Variable,2,3
179,is,P,NONE,3,3
179,successfully,T271,Pred_Name,4,3
179,created,T271,Pred_Name,5,3
179,",",P,NONE,6,3
179,the,P,NONE,7,3
179,scheduled,T272,Variable,8,3
179,client,T272,Variable,9,3
179,record,T272,Variable,10,3
179,replacement,T272,Variable,11,3
179,is,T273,Func_Name,12,3
179,committed,T273,Func_Name,13,3
179,.,P,NONE,14,3
180,If,T262,if_else,0,3
180,the,P,NONE,1,3
180,session,T263,Variable,2,3
180,is,P,NONE,3,3
180,not,T264,Pred_Name,4,3
180,successfully,T264,Pred_Name,5,3
180,created,T264,Pred_Name,6,3
180,",",P,NONE,7,3
180,then,P,NONE,8,3
180,no,T265,Pred_Name,9,3
180,changes,T265,Pred_Name,10,3
180,are,T265,Pred_Name,11,3
180,made,T265,Pred_Name,12,3
180,to,P,NONE,13,3
180,any,T266,Variable,14,3
180,client,T266,Variable,15,3
180,records,T266,Variable,16,3
180,on,T268,Func_Name,17,3
180,the,T268,Func_Name,18,3
180,server,P,NONE,19,3
180,.,P,NONE,20,3
181,*,P,NONE,0,3
181,Unsuccessful,P,NONE,1,3
181,Confirmation,P,NONE,2,3
181,If,T253,if_else,3,3
181,the,P,NONE,4,3
181,server,P,NONE,5,3
181,has,T257,Pred_Name,6,3
181,the,P,NONE,7,3
181,following,T256,Variable,8,3
181,record,T256,Variable,9,3
181,",",P,NONE,10,3
181,then,P,NONE,11,3
181,the,P,NONE,12,3
181,client,P,NONE,13,3
181,has,P,NONE,14,3
181,changed,T259,Pred_Name,15,3
181,principals,T259,Pred_Name,16,3
181,after,T259,Pred_Name,17,3
181,the,T259,Pred_Name,18,3
181,previous,T259,Pred_Name,19,3
181,EXCHANGE_ID,T259,Pred_Name,20,3
181,request,T259,Pred_Name,21,3
181,",",P,NONE,22,3
181,or,T260,or,23,3
181,there,P,NONE,24,3
181,has,T261,Pred_Name,25,3
181,been,T261,Pred_Name,26,3
181,a,T261,Pred_Name,27,3
181,chance,T261,Pred_Name,28,3
181,collision,T261,Pred_Name,29,3
181,between,T261,Pred_Name,30,3
181,shorthand,T261,Pred_Name,31,3
181,client,T261,Pred_Name,32,3
181,identifiers,T261,Pred_Name,33,3
181,.,P,NONE,34,3
182,Processing,P,NONE,0,3
182,stops,P,NONE,1,3
182,and,P,NONE,2,3
182,NFS4ERR_CLID_INUSE,T121,Value,3,3
182,is,P,NONE,4,3
182,returned,T122,Op_return,5,3
182,to,P,NONE,6,3
182,the,P,NONE,7,3
182,client,P,NONE,8,3
182,.,P,NONE,9,3
183,The,P,NONE,0,3
183,server,P,NONE,1,3
183,creates,P,NONE,2,3
183,the,P,NONE,3,3
183,session,P,NONE,4,3
183,by,P,NONE,5,3
183,recording,P,NONE,6,3
183,the,P,NONE,7,3
183,parameter,P,NONE,8,3
183,values,P,NONE,9,3
183,used,P,NONE,10,3
183,(including,P,NONE,11,3
183,whether,P,NONE,12,3
183,the,P,NONE,13,3
183,CREATE_SESSION4_FLAG_PERSIST,T124,Value,14,3
183,flag,P,NONE,15,3
183,is,P,NONE,16,3
183,set,P,NONE,17,3
183,and,P,NONE,18,3
183,has,P,NONE,19,3
183,been,P,NONE,20,3
183,accepted,P,NONE,21,3
183,by,P,NONE,22,3
183,the,P,NONE,23,3
183,server),P,NONE,24,3
183,and,P,NONE,25,3
183,allocating,P,NONE,26,3
183,space,P,NONE,27,3
183,for,P,NONE,28,3
183,the,P,NONE,29,3
183,session,P,NONE,30,3
183,reply,P,NONE,31,3
183,cache,P,NONE,32,3
183,(,P,NONE,33,3
183,if,T238,if_else,34,3
183,there,T239,Pred_Name,35,3
183,is,T239,Pred_Name,36,3
183,not,T239,Pred_Name,37,3
183,enough,T239,Pred_Name,38,3
183,space,T239,Pred_Name,39,3
183,",",P,NONE,40,3
183,the,P,NONE,41,3
183,server,P,NONE,42,3
183,returns,T241,Op_return,43,3
183,NFS4ERR_NOSPC,T242,Value,44,3
183,),P,NONE,45,3
183,.,P,NONE,46,3
184,For,P,NONE,0,3
184,each,P,NONE,1,3
184,slot,P,NONE,2,3
184,in,P,NONE,3,3
184,the,P,NONE,4,3
184,reply,P,NONE,5,3
184,"cache,",P,NONE,6,3
184,the,P,NONE,7,3
184,server,P,NONE,8,3
184,sets,T234,Func_Name,9,3
184,the,P,NONE,10,3
184,sequence,T236,Variable,11,3
184,ID,T236,Variable,12,3
184,to,P,NONE,13,3
184,zero,T237,Value,14,3
184,",",P,NONE,15,3
184,and,P,NONE,16,3
184,records,P,NONE,17,3
184,an,P,NONE,18,3
184,entry,P,NONE,19,3
184,containing,P,NONE,20,3
184,a,P,NONE,21,3
184,COMPOUND,P,NONE,22,3
184,reply,P,NONE,23,3
184,with,P,NONE,24,3
184,zero,P,NONE,25,3
184,operations,P,NONE,26,3
184,and,P,NONE,27,3
184,the,P,NONE,28,3
184,error,P,NONE,29,3
184,NFS4ERR_SEQ_MISORDERED,T123,Value,30,3
184,.,P,NONE,31,3
185,This,P,NONE,0,3
185,"way,",P,NONE,1,3
185,if,T226,if_else,2,3
185,the,P,NONE,3,3
185,first,T227,Variable,4,3
185,SEQUENCE,T227,Variable,5,3
185,request,T227,Variable,6,3
185,sent,T227,Variable,7,3
185,has,T233,Pred_Name,8,3
185,a,T233,Pred_Name,9,3
185,sequence,T228,Variable,10,3
185,ID,T228,Variable,11,3
185,equal,T229,Pred_Name,12,3
185,to,P,NONE,13,3
185,zero,T230,Value,14,3
185,",",P,NONE,15,3
185,the,P,NONE,16,3
185,server,P,NONE,17,3
185,can,P,NONE,18,3
185,simply,P,NONE,19,3
185,return,T232,Op_return,20,3
185,what,P,NONE,21,3
185,is,P,NONE,22,3
185,in,P,NONE,23,3
185,the,P,NONE,24,3
185,reply,P,NONE,25,3
185,cache:,P,NONE,26,3
185,NFS4ERR_SEQ_MISORDERED,T125,Value,27,3
185,.,P,NONE,28,3
186,If,T118,if_else,0,3
186,the,P,NONE,1,3
186,session,T144,Variable,2,3
186,state,T144,Variable,3,3
186,is,T143,Func_Name,4,3
186,created,T143,Func_Name,5,3
186,successfully,T145,Pred_Name,6,3
186,",",P,NONE,7,3
186,the,P,NONE,8,3
186,server,P,NONE,9,3
186,associates,T147,Func_Name,10,3
186,the,P,NONE,11,3
186,session,T148,Variable,12,3
186,with,P,NONE,13,3
186,the,P,NONE,14,3
186,client,T149,Variable,15,3
186,ID,T149,Variable,16,3
186,provided,T150,Func_Name,17,3
186,by,T150,Func_Name,18,3
186,the,P,NONE,19,3
186,client,P,NONE,20,3
186,.,P,NONE,21,3
187,When,T117,if_else,0,3
187,a,P,NONE,1,3
187,request,T135,Variable,2,3
187,that,P,NONE,3,3
187,had,P,NONE,4,3
187,CREATE_SESSION4_FLAG_CONN_RDMA,T119,Value,5,3
187,set,T136,Pred_Name,6,3
187,needs,T137,Pred_Name,7,3
187,to,T137,Pred_Name,8,3
187,be,T137,Pred_Name,9,3
187,retried,T137,Pred_Name,10,3
187,",",P,NONE,11,3
187,the,P,NONE,12,3
187,retry,T138,Variable,13,3
187,MUST,P,NONE,14,3
187,be,P,NONE,15,3
187,done,T142,Func_Name,16,3
187,on,T142,Func_Name,17,3
187,a,P,NONE,18,3
187,new,T141,Variable,19,3
187,connection,T141,Variable,20,3
187,that,P,NONE,21,3
187,is,P,NONE,22,3
187,in,P,NONE,23,3
187,non-RDMA,T140,Variable,24,3
187,mode,T139,Func_Name,25,3
187,.,P,NONE,26,3
188,If,T120,if_else,0,3
188,properties,T126,Variable,1,3
188,of,T127,Func_Name,2,3
188,the,T127,Func_Name,3,3
188,new,T128,Variable,4,3
188,connection,T128,Variable,5,3
188,are,P,NONE,6,3
188,different,T132,Pred_Name,7,3
188,enough,T132,Pred_Name,8,3
188,that,P,NONE,9,3
188,the,P,NONE,10,3
188,arguments,T130,Variable,11,3
188,to,T130,Variable,12,3
188,CREATE_SESSION,T129,Op_return,13,3
188,need,T131,Pred_Name,14,3
188,to,T131,Pred_Name,15,3
188,change,T131,Pred_Name,16,3
188,",",P,NONE,17,3
188,then,P,NONE,18,3
188,a,P,NONE,19,3
188,non-retry,T133,Variable,20,3
188,MUST,P,NONE,21,3
188,be,T134,Func_Name,22,3
188,sent,T134,Func_Name,23,3
188,.,P,NONE,24,3
189,The,P,NONE,0,3
189,LAYOUTCOMMIT,T119,Op_return,1,3
189,operation,P,NONE,2,3
189,commits,T38,Func_Name,3,3
189,changes,T121,Variable,4,3
189,in,P,NONE,5,3
189,the,P,NONE,6,3
189,layout,T122,Variable,7,3
189,represented,T120,Func_Name,8,3
189,by,T120,Func_Name,9,3
189,the,P,NONE,10,3
189,current,T123,Variable,11,3
189,filehandle,T123,Variable,12,3
189,",",P,NONE,13,3
189,client,T124,Variable,14,3
189,ID,T124,Variable,15,3
189,(derived,P,NONE,16,3
189,from,P,NONE,17,3
189,the,P,NONE,18,3
189,session,P,NONE,19,3
189,ID,P,NONE,20,3
189,in,P,NONE,21,3
189,the,P,NONE,22,3
189,preceding,P,NONE,23,3
189,SEQUENCE,P,NONE,24,3
189,"operation),",P,NONE,25,3
189,byte-range,T125,Variable,26,3
189,",",P,NONE,27,3
189,and,T37,and,28,3
189,stateid,T126,Variable,29,3
189,.,P,NONE,30,3
190,Since,P,NONE,0,3
190,layouts,T128,Variable,1,3
190,are,P,NONE,2,3
190,sub-dividable,T127,Pred_Name,3,3
190,",",P,NONE,4,3
190,a,P,NONE,5,3
190,smaller,T130,Func_Name,6,3
190,portion,T130,Func_Name,7,3
190,of,P,NONE,8,3
190,a,P,NONE,9,3
190,layout,T131,Variable,10,3
190,",",P,NONE,11,3
190,retrieved,P,NONE,12,3
190,via,P,NONE,13,3
190,LAYOUTGET,T129,Func_Name,14,3
190,",",P,NONE,15,3
190,can,T132,Pred_Name,16,3
190,be,T132,Pred_Name,17,3
190,committed,T132,Pred_Name,18,3
190,.,P,NONE,19,3
191,The,P,NONE,0,3
191,byte-range,T133,Variable,1,3
191,being,T134,Pred_Name,2,3
191,committed,T134,Pred_Name,3,3
191,is,P,NONE,4,3
191,specified,T135,Func_Name,5,3
191,through,T135,Func_Name,6,3
191,the,P,NONE,7,3
191,byte-range,P,NONE,8,3
191,(,P,NONE,9,3
191,loca_offset,T136,Variable,10,3
191,and,T271,and,11,3
191,loca_length,T137,Variable,12,3
191,),P,NONE,13,3
191,.,P,NONE,14,3
192,This,P,NONE,0,3
192,byte-range,T274,Variable,1,3
192,MUST,T275,Pred_Name,2,3
192,overlap,T275,Pred_Name,3,3
192,with,P,NONE,4,3
192,one,P,NONE,5,3
192,or,P,NONE,6,3
192,more,P,NONE,7,3
192,existing,P,NONE,8,3
192,layouts,T272,Variable,9,3
192,previously,P,NONE,10,3
192,granted,P,NONE,11,3
192,via,P,NONE,12,3
192,LAYOUTGET,T273,Func_Name,13,3
192,(Section,P,NONE,14,3
192,"18.43),",P,NONE,15,3
192,each,P,NONE,16,3
192,with,P,NONE,17,3
192,an,P,NONE,18,3
192,iomode,T276,Func_Name,19,3
192,of,P,NONE,20,3
192,LAYOUTIOMODE4_RW,T277,Value,21,3
192,.,P,NONE,22,3
193,In,P,NONE,0,3
193,the,P,NONE,1,3
193,case,P,NONE,2,3
193,where,T145,if_else,3,3
193,the,P,NONE,4,3
193,iomode,T139,Func_Name,5,3
193,of,P,NONE,6,3
193,any,P,NONE,7,3
193,held,P,NONE,8,3
193,layout,T140,Variable,9,3
193,segment,T140,Variable,10,3
193,is,T138,Pred_Name,11,3
193,not,T138,Pred_Name,12,3
193,LAYOUTIOMODE4_RW,T141,Value,13,3
193,",",P,NONE,14,3
193,the,P,NONE,15,3
193,server,P,NONE,16,3
193,should,T143,Op_return,17,3
193,return,T143,Op_return,18,3
193,the,P,NONE,19,3
193,error,P,NONE,20,3
193,NFS4ERR_BAD_IOMODE,T144,Value,21,3
193,.,P,NONE,22,3
194,For,P,NONE,0,3
194,the,P,NONE,1,3
194,case,P,NONE,2,3
194,where,P,NONE,3,3
194,the,P,NONE,4,3
194,client,P,NONE,5,3
194,does,T146,Pred_Name,6,3
194,not,T146,Pred_Name,7,3
194,hold,T146,Pred_Name,8,3
194,matching,T146,Pred_Name,9,3
194,layout,T147,Variable,10,3
194,segment(s),T147,Variable,11,3
194,for,P,NONE,12,3
194,the,P,NONE,13,3
194,defined,P,NONE,14,3
194,byte-range,T148,Variable,15,3
194,",",P,NONE,16,3
194,the,P,NONE,17,3
194,server,P,NONE,18,3
194,should,T151,Op_return,19,3
194,return,T151,Op_return,20,3
194,the,P,NONE,21,3
194,error,P,NONE,22,3
194,NFS4ERR_BAD_LAYOUT,T152,Value,23,3
194,.,P,NONE,24,3
195,LAYOUTCOMMIT,T246,OperationName,0,3
195,allows,P,NONE,1,3
195,it,P,NONE,2,3
195,to,P,NONE,3,3
195,commit,T237,Func_Name,4,3
195,or,T236,or,5,3
195,discard,T238,Func_Name,6,3
195,provisionally,T240,Variable,7,3
195,allocated,T240,Variable,8,3
195,space,T240,Variable,9,3
195,and,T241,and,10,3
195,to,P,NONE,11,3
195,update,T242,Func_Name,12,3
195,the,P,NONE,13,3
195,server,P,NONE,14,3
195,with,P,NONE,15,3
195,a,P,NONE,16,3
195,new,T239,Func_Name,17,3
195,end-of-file,T245,Variable,18,3
195,.,P,NONE,19,3
196,The,P,NONE,0,3
196,layout,T251,Variable,1,3
196,referenced,P,NONE,2,3
196,by,P,NONE,3,3
196,LAYOUTCOMMIT,T250,Op_return,4,3
196,is,P,NONE,5,3
196,still,P,NONE,6,3
196,valid,T249,Pred_Name,7,3
196,after,T249,Pred_Name,8,3
196,the,T249,Pred_Name,9,3
196,operation,T249,Pred_Name,10,3
196,completes,T249,Pred_Name,11,3
196,and,P,NONE,12,3
196,can,P,NONE,13,3
196,be,P,NONE,14,3
196,continued,T248,Pred_Name,15,3
196,to,T248,Pred_Name,16,3
196,be,T248,Pred_Name,17,3
196,referenced,T248,Pred_Name,18,3
196,by,P,NONE,19,3
196,the,P,NONE,20,3
196,client,T252,Variable,21,3
196,ID,T252,Variable,22,3
196,",",P,NONE,23,3
196,filehandle,T254,Variable,24,3
196,",",P,NONE,25,3
196,byte-range,T256,Variable,26,3
196,",",P,NONE,27,3
196,layout,T255,Variable,28,3
196,type,T255,Variable,29,3
196,",",P,NONE,30,3
196,and,P,NONE,31,3
196,stateid,T253,Variable,32,3
196,.,P,NONE,33,3
197,If,T49,if_else,0,3
197,the,P,NONE,1,3
197,loca_reclaim,T51,Variable,2,3
197,field,P,NONE,3,3
197,is,T52,Pred_Name,4,3
197,set,T52,Pred_Name,5,3
197,to,P,NONE,6,3
197,TRUE,T53,Value,7,3
197,",",P,NONE,8,3
197,this,P,NONE,9,3
197,indicates,P,NONE,10,3
197,that,P,NONE,11,3
197,the,P,NONE,12,3
197,client,P,NONE,13,3
197,is,P,NONE,14,3
197,attempting,P,NONE,15,3
197,to,P,NONE,16,3
197,commit,T54,Func_Name,17,3
197,changes,T54,Func_Name,18,3
197,to,P,NONE,19,3
197,a,P,NONE,20,3
197,layout,T55,Variable,21,3
197,after,P,NONE,22,3
197,the,P,NONE,23,3
197,restart,T58,Func_Name,24,3
197,of,P,NONE,25,3
197,the,P,NONE,26,3
197,metadata,P,NONE,27,3
197,server,P,NONE,28,3
197,during,P,NONE,29,3
197,the,P,NONE,30,3
197,metadata,P,NONE,31,3
197,server,P,NONE,32,3
197,'s,P,NONE,33,3
197,recovery,T59,Func_Name,34,3
197,grace,T59,Func_Name,35,3
197,period,P,NONE,36,3
197,(see,P,NONE,37,3
197,Section,P,NONE,38,3
197,12.7.4),P,NONE,39,3
197,.,P,NONE,40,3
198,The,P,NONE,0,3
198,value,P,NONE,1,3
198,of,P,NONE,2,3
198,the,P,NONE,3,3
198,field,P,NONE,4,3
198,loca_stateid,T265,Variable,5,3
198,MUST,T266,Func_Name,6,3
198,be,T266,Func_Name,7,3
198,a,P,NONE,8,3
198,value,T269,Value,9,3
198,that,P,NONE,10,3
198,the,P,NONE,11,3
198,metadata,P,NONE,12,3
198,server,P,NONE,13,3
198,returned,T268,Op_return,14,3
198,before,P,NONE,15,3
198,it,P,NONE,16,3
198,restarted,T270,Func_Name,17,3
198,.,P,NONE,18,3
199,The,P,NONE,0,3
199,metadata,P,NONE,1,3
199,server,P,NONE,2,3
199,is,P,NONE,3,3
199,free,P,NONE,4,3
199,to,P,NONE,5,3
199,accept,T281,Pred_Name,6,3
199,or,T280,or,7,3
199,reject,T282,Pred_Name,8,3
199,this,P,NONE,9,3
199,request,T283,Variable,10,3
199,based,P,NONE,11,3
199,on,P,NONE,12,3
199,its,P,NONE,13,3
199,own,P,NONE,14,3
199,internal,T278,Variable,15,3
199,metadata,T278,Variable,16,3
199,consistency,T244,Func_Name,17,3
199,checks,T244,Func_Name,18,3
199,.,P,NONE,19,3
200,If,T50,if_else,0,3
200,the,P,NONE,1,3
200,metadata,P,NONE,2,3
200,server,P,NONE,3,3
200,finds,P,NONE,4,3
200,that,P,NONE,5,3
200,the,P,NONE,6,3
200,layout,T62,Variable,7,3
200,provided,P,NONE,8,3
200,by,P,NONE,9,3
200,the,P,NONE,10,3
200,client,P,NONE,11,3
200,does,T64,Pred_Name,12,3
200,not,T64,Pred_Name,13,3
200,pass,T64,Pred_Name,14,3
200,its,P,NONE,15,3
200,consistency,T65,Func_Name,16,3
200,checks,T65,Func_Name,17,3
200,",",P,NONE,18,3
200,it,P,NONE,19,3
200,MUST,P,NONE,20,3
200,reject,T66,Op_return,21,3
200,the,P,NONE,22,3
200,request,T61,Variable,23,3
200,with,P,NONE,24,3
200,the,P,NONE,25,3
200,status,P,NONE,26,3
200,NFS4ERR_RECLAIM_BAD,T67,Value,27,3
200,.,P,NONE,28,3
201,The,P,NONE,0,3
201,successful,T220,Pred_Name,1,3
201,completion,T220,Pred_Name,2,3
201,of,P,NONE,3,3
201,the,P,NONE,4,3
201,LAYOUTCOMMIT,T225,OperationName,5,3
201,request,P,NONE,6,3
201,with,T224,and,7,3
201,loca_reclaim,T221,Variable,8,3
201,set,T222,Func_Name,9,3
201,to,T222,Func_Name,10,3
201,TRUE,T223,Value,11,3
201,does,T226,Pred_Name,12,3
201,NOT,T226,Pred_Name,13,3
201,provide,T226,Pred_Name,14,3
201,the,P,NONE,15,3
201,client,P,NONE,16,3
201,with,P,NONE,17,3
201,a,P,NONE,18,3
201,layout,T228,Func_Name,19,3
201,for,P,NONE,20,3
201,the,P,NONE,21,3
201,file,T229,Variable,22,3
201,.,P,NONE,23,3
202,It,P,NONE,0,3
202,simply,P,NONE,1,3
202,commits,T230,Func_Name,2,3
202,the,P,NONE,3,3
202,changes,T231,Variable,4,3
202,to,P,NONE,5,3
202,the,P,NONE,6,3
202,layout,T235,Variable,7,3
202,specified,T233,Func_Name,8,3
202,in,T233,Func_Name,9,3
202,the,P,NONE,10,3
202,loca_layoutupdate,T234,Variable,11,3
202,field,P,NONE,12,3
202,.,P,NONE,13,3
203,To,T284,if_else,0,3
203,obtain,T262,Pred_Name,1,3
203,a,T262,Pred_Name,2,3
203,layout,T262,Pred_Name,3,3
203,for,P,NONE,4,3
203,the,P,NONE,5,3
203,file,T263,Variable,6,3
203,",",P,NONE,7,3
203,the,P,NONE,8,3
203,client,P,NONE,9,3
203,must,P,NONE,10,3
203,send,P,NONE,11,3
203,a,P,NONE,12,3
203,LAYOUTGET,T260,Func_Name,13,3
203,request,P,NONE,14,3
203,to,P,NONE,15,3
203,the,P,NONE,16,3
203,server,P,NONE,17,3
203,after,P,NONE,18,3
203,the,P,NONE,19,3
203,server's,P,NONE,20,3
203,grace,T258,Variable,21,3
203,period,T258,Variable,22,3
203,has,T257,Pred_Name,23,3
203,expired,T257,Pred_Name,24,3
203,.,P,NONE,25,3
204,If,T48,if_else,0,3
204,the,P,NONE,1,3
204,metadata,P,NONE,2,3
204,server,P,NONE,3,3
204,receives,P,NONE,4,3
204,a,P,NONE,5,3
204,LAYOUTCOMMIT,T69,Op_return,6,3
204,request,T70,Variable,7,3
204,with,P,NONE,8,3
204,loca_reclaim,T71,Variable,9,3
204,set,T72,Pred_Name,10,3
204,to,T72,Pred_Name,11,3
204,TRUE,T73,Value,12,3
204,when,T285,and,13,3
204,the,P,NONE,14,3
204,metadata,P,NONE,15,3
204,server,P,NONE,16,3
204,is,P,NONE,17,3
204,not,T74,Pred_Name,18,3
204,in,T74,Pred_Name,19,3
204,its,P,NONE,20,3
204,recovery,T75,Func_Name,21,3
204,grace,T75,Func_Name,22,3
204,period,T75,Func_Name,23,3
204,",",P,NONE,24,3
204,it,P,NONE,25,3
204,MUST,T77,Op_return,26,3
204,reject,T77,Op_return,27,3
204,the,P,NONE,28,3
204,request,T286,Variable,29,3
204,with,P,NONE,30,3
204,the,P,NONE,31,3
204,status,P,NONE,32,3
204,NFS4ERR_NO_GRACE,T78,Value,33,3
204,.,P,NONE,34,3
205,Setting,T287,Func_Name,0,3
205,the,P,NONE,1,3
205,loca_reclaim,T103,Variable,2,3
205,field,P,NONE,3,3
205,to,P,NONE,4,3
205,TRUE,T104,Value,5,3
205,is,T102,Pred_Name,6,3
205,required,T102,Pred_Name,7,3
205,if,T105,if_else,8,3
205,and,P,NONE,9,3
205,only,P,NONE,10,3
205,if,P,NONE,11,3
205,the,P,NONE,12,3
205,committed,T109,Variable,13,3
205,layout,T109,Variable,14,3
205,was,T106,Pred_Name,15,3
205,acquired,T106,Pred_Name,16,3
205,before,T106,Pred_Name,17,3
205,the,P,NONE,18,3
205,metadata,P,NONE,19,3
205,server,P,NONE,20,3
205,restart,T107,Func_Name,21,3
205,.,P,NONE,22,3
206,If,T47,if_else,0,3
206,the,P,NONE,1,3
206,client,P,NONE,2,3
206,is,P,NONE,3,3
206,committing,T113,Func_Name,4,3
206,a,P,NONE,5,3
206,layout,T114,Variable,6,3
206,that,P,NONE,7,3
206,was,P,NONE,8,3
206,acquired,T116,Pred_Name,9,3
206,during,T116,Pred_Name,10,3
206,the,P,NONE,11,3
206,metadata,P,NONE,12,3
206,server's,P,NONE,13,3
206,grace,T118,Func_Name,14,3
206,period,T118,Func_Name,15,3
206,",",P,NONE,16,3
206,it,P,NONE,17,3
206,MUST,T110,Func_Name,18,3
206,set,T110,Func_Name,19,3
206,the,P,NONE,20,3
206,"""",P,NONE,21,3
206,reclaim,T111,Variable,22,3
206,"""",P,NONE,23,3
206,field,P,NONE,24,3
206,to,P,NONE,25,3
206,FALSE,T112,Value,26,3
206,.,P,NONE,27,3
207,The,P,NONE,0,3
207,loca_stateid,T195,Variable,1,3
207,is,T194,Func_Name,2,3
207,a,P,NONE,3,3
207,layout,T197,Variable,4,3
207,stateid,T197,Variable,5,3
207,value,P,NONE,6,3
207,as,P,NONE,7,3
207,returned,P,NONE,8,3
207,by,P,NONE,9,3
207,previously,P,NONE,10,3
207,successful,T196,Pred_Name,11,3
207,layout,T288,Func_Name,12,3
207,operations,T288,Func_Name,13,3
207,(see,P,NONE,14,3
207,Section,P,NONE,15,3
207,12.5.3),P,NONE,16,3
207,.,P,NONE,17,3
208,The,P,NONE,0,3
208,loca_last_write_offset,T199,Variable,1,3
208,field,P,NONE,2,3
208,specifies,T200,Func_Name,3,3
208,the,P,NONE,4,3
208,offset,T204,Func_Name,5,3
208,of,P,NONE,6,3
208,the,P,NONE,7,3
208,last,T205,Variable,8,3
208,byte,T205,Variable,9,3
208,written,T202,Func_Name,10,3
208,by,P,NONE,11,3
208,the,P,NONE,12,3
208,client,P,NONE,13,3
208,previous,P,NONE,14,3
208,to,P,NONE,15,3
208,the,P,NONE,16,3
208,LAYOUTCOMMIT,T201,Op_return,17,3
208,.,P,NONE,18,3
209,Note,P,NONE,0,3
209,that,P,NONE,1,3
209,this,T206,Variable,2,3
209,value,T206,Variable,3,3
209,is,P,NONE,4,3
209,never,T207,Pred_Name,5,3
209,equal,T207,Pred_Name,6,3
209,to,P,NONE,7,3
209,the,P,NONE,8,3
209,file's,T209,Variable,9,3
209,size,T208,Func_Name,10,3
209,(at,P,NONE,11,3
209,most,P,NONE,12,3
209,it,P,NONE,13,3
209,is,P,NONE,14,3
209,one,P,NONE,15,3
209,byte,P,NONE,16,3
209,less,P,NONE,17,3
209,than,P,NONE,18,3
209,the,P,NONE,19,3
209,file's,P,NONE,20,3
209,size),P,NONE,21,3
209,and,T210,and,22,3
209,MUST,P,NONE,23,3
209,be,P,NONE,24,3
209,less,T198,Pred_Name,25,3
209,than,T198,Pred_Name,26,3
209,or,T198,Pred_Name,27,3
209,equal,T198,Pred_Name,28,3
209,to,T198,Pred_Name,29,3
209,NFS4_MAXFILEOFF,T214,Value,30,3
209,.,P,NONE,31,3
210,"Also,",P,NONE,0,3
210,loca_last_write_offset,T215,Variable,1,3
210,MUST,P,NONE,2,3
210,overlap,T216,Func_Name,3,3
210,the,P,NONE,4,3
210,range,T217,Func_Name,5,3
210,described,P,NONE,6,3
210,by,P,NONE,7,3
210,loca_offset,T218,Variable,8,3
